Gene dn_damaging_ID dn_lof_ID X1 X2 BF qvalue
SCN2A 2 7 225.140931814305 36011654351107.6 8107697416783031 4.32986979603811e-15
ARID1B 0 8 0.580993953558182 3683435568311638 2140053793510207 1.03805852802452e-14
POGZ 0 7 0.911348743582097 43513319276515.3 39655808851738.8 3.03053878288514e-13
KAT6B 0 5 0.655625978451658 3779643531.73564 2478032488.69266 3.55464835344321e-09
GATAD2B 0 4 0.899845947934344 63981895.5677859 57573849.4678305 1.25232139214226e-07
CTNNB1 0 4 0.732972996784657 58930346.9652631 43194353.0166885 2.40303253888167e-07
ASXL3 0 4 0.98877402921914 42476988.4072824 42000142.9765633 3.25810049495168e-07
MED13L 3 2 10291.2401789132 3747.21088392566 38563447.2075168 3.99284721980253e-07
PURA 3 1 19445.3768537576 85.8274077285994 1668946.28766372 2.70045428297906e-06
WAC 0 3 0.957812684780128 630530.681106033 603930.284506412 8.2638352841391e-06
SETBP1 0 3 0.999994179642564 542322.977485938 542319.820972364 1.34181158566348e-05
TCF20 0 3 0.878349380467376 470780.100078031 413509.409239908 1.93995124620946e-05
PPP2R5D 4 0 509969.143771859 0.707763926302255 360937.76348897 2.54151305698272e-05
SYNGAP1 0 3 0.57198044771956 470850.313211341 269317.172959518 3.29427775719157e-05
GRIN2A 4 0 398475.326112842 0.622973346934833 248239.507579466 4.02070484887644e-05
SCN8A 3 1 5306.20583180251 41.6590507388743 221051.497977972 4.76539673988849e-05
TCF4 1 2 18.5944870445819 5556.35392574745 103317.551087423 6.49031195326339e-05
COL4A3BP 3 0 19367.0901647505 0.641960506744953 12432.9070163385 0.000218283682508924
TNPO2 3 0 15933.3736215701 0.633434582009202 10092.7498599757 0.000389882847034381
AGO2 3 0 12735.73616864 0.644015474847562 8202.01117617994 0.000584245961293428
WDR45B 0 2 0.914352480337026 7526.9197532936 6882.25774572176 0.000798956171339849
AHDC1 0 2 0.999994179642564 5696.15709354607 5696.12393987577 0.00104205890538063
DLG4 0 2 0.999994179642564 5552.1701971837 5552.13788156861 0.00127090980419493
TLK2 0 2 0.797097159696711 4892.92433888668 3900.13609313748 0.0015909813799643
RAI1 0 2 0.647275358737435 5255.06895216166 3401.47664120039 0.00193740755567477
SETD5 0 2 0.729240944928326 4237.71234346982 3090.31335368636 0.00229643942518699
CHD2 0 2 0.999994179642564 3017.25918661612 3017.24162508918 0.00263887044374554
SON 0 2 0.736648350908893 3916.3770056967 2884.99266278398 0.00297551028294138
EHMT1 0 2 0.544295543015524 4598.00218763096 2502.67209750316 0.00335160565962074
ANKRD11 0 2 0.538197581328569 3564.32410587737 1918.31061285431 0.0038410477887161
TRIP12 0 2 0.558808616443771 3253.59156271163 1818.13499963202 0.00433035802963919
PUF60 1 1 22.9182458672531 73.5610955415447 1685.89127388562 0.0048347307927598
CLTC 0 2 0.38389240576647 4099.72615006338 1573.85373473154 0.00535172662186953
CEP85L 1 1 25.0118552078048 62.5434118459422 1564.32676129281 0.0058421465252143
PHIP 0 2 0.541709323199643 2847.8136857068 1542.68722428291 0.00631317283330035
TBR1 1 1 20.2635979930943 76.1064991131801 1542.19150269127 0.00675822592498623
DYRK1A 1 1 22.0310820120545 63.3476920964799 1395.61819985193 0.0072410588361945
FBXO11 1 1 22.9391896944887 56.4451246464134 1294.80542159313 0.00774759400836883
SRCAP 0 2 0.527135725865397 2455.02505704264 1294.13141546191 0.00822849738968371
STXBP1 1 1 18.3737532608747 68.3787341012018 1256.37398866644 0.0087047244846771
MFN1 1 1 19.8444529382801 62.9198598685909 1248.61019804543 0.00916174430625967
FOXP1 1 1 20.7803738603545 52.5867323855131 1092.77195906537 0.00968727023595057
MED12L 0 2 0.394623046706199 2728.69735249645 1076.80686278129 0.0101987812776257
MLL 0 2 0.517572188933157 1590.72519172354 823.315119471469 0.0108996416965442
CACNA1A 0 2 0.305606699793132 2236.04036989418 683.348918047573 0.0117469788893591
EEF1A2 2 0 594.753947479351 0.850154880861372 505.632971361138 0.0129076946244583
KCNQ2 2 0 558.270729696085 0.68481638826144 382.312944782551 0.0144283540181948
KCNH1 2 0 523.104410146801 0.693205791336564 362.61900658746 0.0159726695338981
TCF7L2 2 0 593.714475398833 0.606051040856857 359.821275787246 0.0174667505804855
AGO1 2 0 492.584779980309 0.571684740739348 281.603202235192 0.0193414043619207
KDM2B 2 0 443.334795253025 0.510994819217491 226.541783553143 0.0216011632295427
USP7 2 0 498.341541188915 0.436811693038313 217.681412318052 0.0238646831398306
ATP8A1 2 0 477.347464604206 0.452214395225172 215.86339501826 0.0260618175993511
MAST1 2 0 291.736204406397 0.510760835040093 149.007427374039 0.0291204675946851
SLC6A1-AS1 0 1 0.999994179642564 94.3326906074472 94.33214155747 0.0335351216132
SMARCA4 2 0 223.076664771575 0.406433936113364 90.6659269181528 0.0379335138795182
FOXG1 0 1 0.999994179642564 87.9849452607829 87.9844331569525 0.0422844209029959
POU3F3 0 1 0.999994179642564 87.9783660889675 87.9778540234302 0.0464855598967328
LRRC3C 0 1 0.999994179642564 87.5982051041309 87.5976952512665 0.0505592877312486
RPL26 0 1 0.984026327069828 85.2493612519661 83.8876158378211 0.0546461202836981
RPS16 0 1 0.937589378057956 87.1070617677861 81.6706558673145 0.058690909457371
RHOG 0 1 0.887922436723668 91.2893556915836 81.0578671526045 0.0626308362771406
SNRPB2 0 1 0.935678761369315 85.3843757750004 79.8923469654445 0.0664943723734122
FKBP11 0 1 0.950451947033511 83.2543018988297 79.1292133386584 0.0702690818369521
LHFPL4 0 1 0.885874701793833 89.2286003501517 79.0453597266718 0.0739311242068262
HS3ST4 0 1 0.923002115778404 84.8153514007077 78.2847487933419 0.0775134949400362
FCRL6 0 1 0.998763239337354 77.501460249178 77.4056094918442 0.081025084892511
TMPRSS12 0 1 0.922553771024292 83.8057052772992 77.3152694369227 0.0844370850266203
SRSF3 0 1 0.949247464680633 80.5855851804681 76.4956624223646 0.0877834677057081
OTX2 0 1 0.907738358663463 82.7328217880454 75.0997558574771 0.0910912340685073
CHMP2A 0 1 0.861579544045229 86.546066637593 74.5663206325254 0.0943276745407466
CHAMP1 0 1 0.964671298929183 76.2142153616687 73.5216661298094 0.0975170231141937
SLC35E3 0 1 0.901842349469513 81.4735779109828 73.4763229229281 0.100620843330272
DOLPP1 0 1 0.866044079037946 83.7100896044772 72.4966274576934 0.10368060577502
LIPI 0 1 0.897165242451718 80.6244425307306 72.3334475306175 0.106665389684217
BEAN1 0 1 0.953253207808764 75.6171408888592 72.0822821176322 0.109581713432743
TRA2B 0 1 0.941813403752329 75.7752725762076 71.3661673852586 0.112450931705507
OVCH2 0 1 0.999994179642564 71.3005576046238 71.3001426098931 0.115249206424217
CACNA1E 2 0 232.138279299952 0.304670212606978 70.7256189085345 0.117999337645552
ODC1 0 1 0.874035749479954 80.3434211904896 70.2230223560132 0.1207005247838
LDHC 0 1 0.828886796888624 84.3688150581798 69.9321968708634 0.123346422356242
EGR1 0 1 0.809220518752949 85.4134484299313 69.1183150469473 0.125959651482081
ZNF148 0 1 0.945754531295799 72.8617995009073 68.9093770363491 0.128518072527149
PPP2CA 0 1 0.838430096716025 80.9424149928855 67.8645568309136 0.131056394898046
PGAM5 0 1 0.828878977173262 80.7813086799354 66.9579285133424 0.133570661366269
GLTSCR1 0 1 0.999994179642564 65.5968313864847 65.5964495894794 0.136080589029076
DPAGT1 0 1 0.812008572607741 80.5909951951613 65.4405789734603 0.138539035733228
ACTL6A 0 1 0.853191078607941 75.6115387404521 64.5110902931725 0.140978668552835
TUBA1A 0 1 0.799206493633216 80.4011372580559 64.2571109921337 0.143373609968098
ARHGAP15 0 1 0.887159513976594 71.5382377677524 63.4658282487812 0.145746876363061
GMPR 0 1 0.78493214831898 80.600533122628 63.2659496195996 0.148075943313733
EPS15 0 1 0.999994179642564 63.1524719043384 63.152104334379 0.15035887733267
WASF1 0 1 0.8503156980751 73.991743720473 62.9163412134679 0.152601965574294
PPP1CB 0 1 0.840254513339798 74.476281462831 62.5790316359089 0.154810497962156
LINGO2 0 1 0.812356259104021 76.8768518829213 62.4513918073039 0.15697748932982
GNB1 0 1 0.827171515001298 75.4546389930043 62.4139280497193 0.159100776502455
MTF1 0 1 0.903787491798638 68.8837430350198 62.2562653433225 0.161186300278808
LRFN4 0 1 0.759856429726383 81.3191397741555 61.7908712172106 0.163246951426008
ZMYND11 0 1 0.999994179642564 60.9737786950843 60.973423805898 0.165297139744564
CNST 0 1 0.863628077684395 70.3717964803239 60.7750593174995 0.167313890850436
PNLIPRP1 0 1 0.802740120477284 74.5486559479445 59.8431970570726 0.169326318332298
SATB2 0 1 0.866978031149181 68.1413177452305 59.0770254986707 0.171328801418266
LRRC40 0 1 0.852680279296334 67.9817313768328 57.9666816974462 0.173335612322234
SLCO1A2 0 1 0.780066582256628 73.6993651018446 57.4904118494793 0.175322501478038
SAMD11 0 1 0.866634481230378 66.2710042826975 57.4327374171517 0.177273797454781
GRB14 0 1 0.793631070714826 71.5983606878721 56.8226836541422 0.179212047053519
SPRED2 0 1 0.729395213539123 77.7491739253126 56.7098753177438 0.18111845638009
MBD5 0 1 0.936692832375589 60.2840900033921 56.4676750124622 0.182998933279142
ADNP 0 1 0.881325144459312 63.9044498029778 56.3205984542023 0.184850568609322
PHF21A 0 1 0.872758519159833 64.5252771168702 56.3149853048975 0.186668752346964
CDH19 0 1 0.78096851362055 71.8529724936646 56.1149091275955 0.188461770032556
BCL11A 0 1 0.758714517217544 73.5633765550093 55.8136017278262 0.190234166161311
PHF19 0 1 0.831709182195118 65.8855028633079 54.7975777049559 0.192013839673355
VPS4A 0 1 0.729164024669296 74.935515247179 54.6402818883004 0.193768298959333
SETDB2 0 1 0.856885550614308 63.4715450907242 54.3878498634061 0.195501847731226
PPM1D 0 1 0.814686854939924 66.7183987514442 54.3546024454419 0.197206765467642
APPL2 0 1 0.815943897748722 66.2042982803378 54.0189931865778 0.198895178783423
SMAD6 0 1 0.705360252908367 76.5757282894002 54.0134750728537 0.200555181770001
SYNCRIP 0 1 0.770914468517247 69.3521644540668 53.4645870006276 0.202207815157585
CHUK 0 1 0.838727128507724 63.0971991185854 52.9213326336113 0.2038533038651
SRPR 0 1 0.682390331395534 77.1371411001624 52.6376392782439 0.205482258488049
SLC6A1 0 1 0.731970000375551 71.9066536005771 52.6335132630191 0.207084663266979
ARIH1 0 1 0.805345615862731 65.1915965274852 52.5017664545023 0.208665908067858
SIK1 0 1 0.742215321758796 69.8329248822687 51.8310668108509 0.210246597319009
PRR12 0 1 0.931597505436176 55.0148278062834 51.2516763463344 0.211823684079011
ARID5B 0 1 0.771182453628477 65.9974839854225 50.8961016331842 0.213389085781686
SLC26A4 0 1 0.726806142642045 67.1042153604418 48.7717559211438 0.215011289963562
N4BP2 0 1 0.873869551337516 55.1490338173886 48.1930614386989 0.216630876250882
PHF12 0 1 0.79920959399393 60.1938415558168 48.1074956707593 0.218228713917087
CDK13 0 1 0.999994179642564 47.5391964043841 47.5389197092688 0.219824307943049
ZMYM6 0 1 0.883470572598912 53.5469952339191 47.3071945402617 0.221404663984309
ASUN 0 1 0.775355043151607 60.9618098246773 47.2670466872127 0.222962648916707
HNRNPU 0 1 0.763438155610583 61.7484562790457 47.1411275734754 0.224502113934475
CDH11 0 1 0.659118708433949 71.3821576258909 47.0493155396058 0.226022163462231
ADCK4 0 1 0.684548709838326 68.6246144651283 46.9768912952561 0.227522488000714
MAP3K1 0 1 0.872000867925523 53.092886144749 46.2970427988921 0.229027026149699
GSE1 0 1 0.776698360874475 59.4210039123651 46.1521963402497 0.230515214232788
AK7 0 1 0.785990084767493 58.5925069300699 46.0531294887056 0.231985657644673
CASZ1 0 1 0.842930757312887 54.4299928952652 45.8807151317409 0.23344157179876
BUB1 0 1 0.778443500991823 58.4174897464713 45.4747152373971 0.23489229478858
UNKL 0 1 0.669966539190997 67.4283976954875 45.17477024724 0.236333989491639
MIA3 0 1 0.999994179642564 44.9594140649269 44.9591523850669 0.237763675508476
SAMD4A 0 1 0.697742457480971 63.6219112858292 44.3917087302107 0.239195261422285
BTBD7 0 1 0.743485143514213 56.2366241124229 41.8110945489796 0.240709889374937
NDUFS1 0 1 0.647706122584169 63.2557676107783 40.9711479702624 0.242238388664713
FOXP2 0 1 0.743152382773278 53.0279877211482 39.4078754286434 0.243812274298085
ELP2 0 1 0.714785644213815 54.6447687571106 39.0592962389663 0.245379813025777
ZNF609 0 1 0.655788650393576 58.2704688519479 38.2131121262198 0.246963086915299
ARVCF 0 1 0.6001238513114 63.446931344734 38.0760167924917 0.248531129676666
AP3B1 0 1 0.690229389795936 54.5422130750883 37.6466384489382 0.250097142263208
SMURF2 0 1 0.695968972585314 52.1685118205869 36.3076655730787 0.251702334773368
AGBL5 0 1 0.628735942857751 57.1697988938684 35.9447074105243 0.253302928437557
C10orf137 0 1 0.689877219549732 49.9328943894651 34.4475663454746 0.254952112184722
INSR 0 1 0.741031284030166 45.7677570302709 33.9153397593223 0.256605149532538
SALL3 0 1 0.4393162172364 73.9388144718894 32.4825202807345 0.258306414204981
BAZ2B 0 1 0.999994179642564 31.9934643442721 31.993278130874 0.260010140722498
CCAR1 0 1 0.733216779408665 43.5085809875224 31.9012216283123 0.26169674115148
TNKS 0 1 0.581092268636569 54.1945799608479 31.492051417255 0.26338236095883
MYT1L 0 1 0.583456057750362 53.6604879069531 31.3085367311518 0.26505593688138
MEGF10 0 1 0.555944109183701 50.6946199445784 28.1833753254949 0.266871676228722
NOS2 0 1 0.511051523567431 54.8948389567128 28.0540910848169 0.268671909243118
TNRC6B 0 1 0.732208179064299 38.0454802896894 27.8572118445402 0.270460641212721
MAN2A2 0 1 0.499486912237616 53.5950025591958 26.7700023396599 0.272287501729074
SLC12A6 0 1 0.575177206946581 46.13671486953 26.536786796347 0.274105165525147
WFDC2 1 0 27.5418582299289 0.948820354628193 26.1322756928405 0.27592358467137
C9orf85 1 0 27.8423189569605 0.919829712995553 25.6101922553116 0.277749774126794
HAUS2 1 0 27.6262798211378 0.912171270394493 25.199898760721 0.279577635117006
PCSK5 0 1 0.674862461045583 36.4917964285141 24.6269435457214 0.281416952340559
ZNF292 0 1 0.666899252191147 36.7774518923421 24.5268551644988 0.28324033564707
VSTM4 1 0 27.1646962972248 0.87366468415431 23.7328358106626 0.285088968190527
SETX 0 1 0.732959635716946 31.988070466836 23.4459644766602 0.286933062157092
FAM212B 1 0 26.8365249241513 0.867067251098352 23.2690718950162 0.288766268696972
HIVEP2 0 1 0.522076345207314 44.4372230116038 23.1996229810604 0.290582419665936
PDCD11 0 1 0.603900439614689 38.0407722825908 22.9728391047388 0.292391197192615
KAT6A 0 1 0.635098300523015 35.5333985288259 22.5672010174643 0.294203577870781
PSMA7 1 0 25.6511308878847 0.876450615258726 22.4819494487687 0.296000479245144
RAB14 1 0 26.1268282718389 0.860198544069455 22.4742596405885 0.297777536245062
GPR84 1 0 26.5696990580126 0.845599714704287 22.4673299432342 0.299535038256398
NEO1 0 1 0.523684814741592 42.761201034922 22.3933916421011 0.301277280301641
AQP10 1 0 24.6800203434653 0.905814558321651 22.3555217267854 0.303002397762446
CCDC97 1 0 25.7290366227756 0.868851204064943 22.3547044491296 0.304708501122781
RAC1 1 0 25.9129029883147 0.859612067512256 22.2750441130297 0.306400512653367
UHMK1 1 0 26.3865931697604 0.843111346354322 22.2468360930604 0.308075675226504
AMIGO1 1 0 25.0193085205423 0.888497329610332 22.2295888091989 0.309733629406992
ARHGDIA 1 0 25.1488752443634 0.875259816756661 22.0117999380176 0.31138626918964
SETD2 0 1 0.744259718452333 29.282821379364 21.7940243952954 0.313033775310295
ZNF566 1 0 26.1077736302661 0.825050749590943 21.5402382038017 0.314678430174459
PSMB5 1 0 25.0009316859752 0.860508751013318 21.5135204992678 0.316307142926137
MAF 1 0 23.7423497137181 0.902833345064049 21.4353850117166 0.317923150217635
NGFR 1 0 25.5461828755281 0.836157873803229 21.3606419569901 0.319526468677033
SRRM2 0 1 0.999994179642564 21.2480227824861 21.2478991113987 0.321119504840996
PSMD14 1 0 24.7857237081751 0.85319573581593 21.1470737769268 0.322701757120584
TAF8 1 0 24.6845415028728 0.850641896255616 20.9977051922042 0.324276214140596
GPN2 1 0 24.3790909770255 0.8607024513798 20.983143366337 0.325835276273396
RBM12 1 0 25.1563708696829 0.829145665037206 20.8582958546658 0.327385501909247
POLR3A 0 1 0.433242354501575 48.0566969951669 20.8201965557549 0.328922087218761
SOX2 1 0 22.4898144439107 0.92057518753782 20.7035651493939 0.330449725505276
ABCC3 0 1 0.421195062875836 49.0951616864698 20.678639713432 0.331963351286578
PRPF18 1 0 24.025871788675 0.854852219936276 20.5385698344532 0.333469717726915
STX1A 1 0 24.5877095184666 0.833262137315286 20.4880073850449 0.334963886788938
NTM 1 0 23.7951943337657 0.858495682147811 20.4280715914059 0.336446575947578
BTD 1 0 22.8534327035192 0.886124337946059 20.2509829242008 0.33792458670849
STYK1 1 0 25.1715867094079 0.797070785642898 20.0635363943461 0.339398639773767
ELOVL1 1 0 23.6930060475362 0.846056545519421 20.0456228495492 0.340859253499459
NDEL1 1 0 25.0315098150146 0.786278182070075 19.6817300318189 0.342326220171643
RASSF1 1 0 24.2416828242226 0.803779126511294 19.4849586456175 0.343790144745869
PROX2 1 0 24.4835859202975 0.792573329243261 19.4050372046636 0.345244475227993
DEAF1 1 0 24.6602965216659 0.776914874137303 19.1589511683186 0.346698848206367
AP3M1 1 0 22.8408471129271 0.831561723232884 18.9935741853245 0.348148756000602
HOXD3 1 0 22.1998753351532 0.854747408730283 18.9752859168575 0.349585898977789
PLXDC1 1 0 24.4947125761028 0.773465128624641 18.945806013299 0.351011095855639
SGK2 1 0 23.2005603515712 0.807357509100446 18.7311466151791 0.352435049538276
MFF 1 0 24.1506809680275 0.766918168357709 18.521596012591 0.353857582058163
RNF8 1 0 25.1120107710685 0.732701722412761 18.3996135452097 0.355273786034428
TBL1XR1 1 0 24.7420121396498 0.741308891500854 18.3414735927444 0.356680131934458
XKR4 1 0 23.4879924835315 0.775664230059296 18.218795605377 0.358080444012867
OLFM2 1 0 21.4566980880025 0.847067782524737 18.175277669707 0.359470325083127
THUMPD3 1 0 24.1799873398669 0.750117041263433 18.1378205611682 0.360849578778832
CDC42BPB 0 1 0.501473604399454 36.0999847606769 18.103189476702 0.362218193817706
DLST 1 0 22.1997479494555 0.799650384468331 17.7520369828821 0.363594266850127
GABRB2 1 0 22.6247653336776 0.783307654500385 17.7221518671446 0.364959584802099
DHDDS 1 0 22.560008843766 0.785320180546564 17.7168302183184 0.366312903805973
ADAP2 1 0 22.8631228576491 0.769885878890318 17.6019954354385 0.367660570816262
NR2F1 1 0 20.9134972129822 0.836368340244231 17.4913869527243 0.369002450502326
SLC2A1 1 0 20.8053701665103 0.837891730381589 17.4326476100468 0.370335714914512
GNAO1 1 0 21.3341658479019 0.81620087936542 17.4129649255852 0.37165828724631
RNF38 1 0 25.2908575725636 0.688337543957126 17.4086467860679 0.372969448799783
COPS2 1 0 23.7975351627507 0.730566702129435 17.38568678266 0.374270389855848
CAMKK1 1 0 23.1007114045727 0.749588967113048 17.3160384013303 0.375563844457443
ANGPT2 1 0 22.2881185696492 0.77673001388321 17.3118506460343 0.376846283961757
PHACTR1 1 0 24.4006891135291 0.70605840880518 17.2283117292482 0.378122242433689
PSMC4 1 0 20.9684153011217 0.821135587594875 17.21791201922 0.379387775241827
KCNA1 1 0 19.3355507168557 0.886591875789845 17.1427421794868 0.380646582805798
KLHL36 1 0 20.9951127819041 0.812345879891943 17.0552933662464 0.381899439256995
MASP2 1 0 22.2093039789271 0.760605842425325 16.892526362572 0.383150586706943
VIPR1 1 0 23.156295031389 0.723158248138174 16.74566574827 0.384399223517468
PPP2R5E 1 0 22.2126942078927 0.750619010855955 16.6732705547742 0.385641312372118
MIS18BP1 1 0 25.7849526595008 0.645494089039125 16.6440345278614 0.386874570820216
GABRB3 1 0 22.052539959819 0.751704766308952 16.5769993970146 0.388101185917228
NR4A2 1 0 20.6281083515539 0.802903764107169 16.5623858418731 0.389318378677755
ETF1 1 0 22.0087998057965 0.748193753951348 16.4668465466625 0.390530686273733
BMP7 1 0 19.5650077805045 0.832474508874129 16.287370243194 0.391742785005646
CSNK2A1 1 0 24.2532400792617 0.669227488525485 16.2309349468499 0.392947993767966
PAF1 1 0 22.5642059552664 0.713388341807974 16.0970414706411 0.394150642735666
SNX27 1 0 23.1221469351436 0.693460448019007 16.034294372806 0.395346903183073
KCNG4 1 0 18.4350524864479 0.869698075277603 16.0329296651053 0.396533512304466
TMEM260 1 0 23.3769547330174 0.685635774518861 16.0280764642648 0.397710776687441
SLC3A1 1 0 20.8698612405538 0.767348365776874 16.0144539169291 0.398879283721029
FHDC1 1 0 22.8441010921412 0.685936871027557 15.6696112245805 0.400057110434136
FNIP2 1 0 24.5244940208068 0.635053105521423 15.5743560892549 0.401230705361803
RAF1 1 0 22.6523113167287 0.68625736440328 15.5453154618608 0.402396529027339
